Book,Chapter,Verse,Original_User_Text,Authoritative_Text,Replaced
Exodus,35,17,את קלעי החצר את עמדיו ואת אדניה ואת מסך שער החצר,את קלעי החצר את עמדיו ואת אדניה ואת מסך שער החצר,NO
Exodus,35,18,את יתדת המשכן ואת יתדת החצר ואת מיתריהם,את יתדת המשכן ואת יתדת החצר ואת מיתריהם,NO
Exodus,35,19,את בגדי השרד לשרת בקדש את בגדי הקדש לאהרן הכהן ואת בגדי בניו לכהן,את בגדי השרד לשרת בקדש את בגדי הקדש לאהרן הכהן ואת בגדי בניו לכהן,NO
Exodus,35,20,ויצאו כל עדת בני ישראל מלפני משה,ויצאו כל עדת בני ישראל מלפני משה,NO
Exodus,35,21,ויבאו כל איש אשר נשאו לבו וכל אשר נדבה רוחו אתו הביאו את תרומת יהוה למלאכת אהל מועד ולכל עבדתו ולבגדי הקדש,ויבאו כל איש אשר נשאו לבו וכל אשר נדבה רוחו אתו הביאו את תרומת יהוה למלאכת אהל מועד ולכל עבדתו ולבגדי הקדש,NO
Exodus,35,22,ויבאו האנשים על הנשים כל נדיב לב הביאו חח ונזם וטבעת וכומז כל כלי זהב וכל איש אשר הניף תנופת זהב ליהוה,ויבאו האנשים על הנשים כל נדיב לב הביאו חח ונזם וטבעת וכומז כל כלי זהב וכל איש אשר הניף תנופת זהב ליהוה,NO
Exodus,35,23,וכל איש אשר נמצא אתו תכלת וארגמן ותולעת שני ושש ועזים וערת אילם מאדמים וערת תחשים הביאו,וכל איש אשר נמצא אתו תכלת וארגמן ותולעת שני ושש ועזים וערת אילם מאדמים וערת תחשים הביאו,NO
Exodus,35,24,כל מרים תרומת כסף ונחשת הביאו את תרומת יהוה וכל אשר נמצא אתו עצי שטים לכל מלאכת העבדה הביאו,כל מרים תרומת כסף ונחשת הביאו את תרומת יהוה וכל אשר נמצא אתו עצי שטים לכל מלאכת העבדה הביאו,NO
Exodus,35,25,וכל אשה חכמת לב בידיה טוו ויביאו מטוה את התכלת ואת הארגמן את תולעת השני ואת השש,וכל אשה חכמת לב בידיה טוו ויביאו מטוה את התכלת ואת הארגמן את תולעת השני ואת השש,NO
Exodus,35,26,וכל הנשים אשר נשא לבן אתנה בחכמה טוו את העזים,וכל הנשים אשר נשא לבן אתנה בחכמה טוו את העזים,NO
Exodus,35,27,והנשאם הביאו את אבני השהם ואת אבני המלאים לאפוד ולחשן,והנשאם הביאו את אבני השהם ואת אבני המלאים לאפוד ולחשן,NO
Exodus,35,28,ואת הבשם ואת השמן למאור ולשמן המשחה ולקטרת הסמים,ואת הבשם ואת השמן למאור ולשמן המשחה ולקטרת הסמים,NO
Exodus,35,29,כל איש ואשה אשר נדב לבם אתם להביא לכל המלאכה אשר צוה יהוה לעשות ביד משה הביאו בני ישראל נדבה ליהוה,כל איש ואשה אשר נדב לבם אתם להביא לכל המלאכה אשר צוה יהוה לעשות ביד משה הביאו בני ישראל נדבה ליהוה,NO
Exodus,35,30,ויאמר משה אל בני ישראל ראו קרא יהוה בשם בצלאל בן אורי בן חור למטה יהודה,ויאמר משה אל בני ישראל ראו קרא יהוה בשם בצלאל בן אורי בן חור למטה יהודה,NO
Exodus,35,31,וימלא אתו רוח אלהים בחכמה בתבונה ובדעת ובכל מלאכה,וימלא אתו רוח אלהים בחכמה בתבונה ובדעת ובכל מלאכה,NO
Exodus,35,32,ולחשב מחשבת לעשת בזהב ובכסף ובנחשת,ולחשב מחשבת לעשת בזהב ובכסף ובנחשת,NO
Exodus,35,33,ובחרשת אבן למלאת ובחרשת עץ לעשות בכל מלאכת מחשבת,ובחרשת אבן למלאת ובחרשת עץ לעשות בכל מלאכת מחשבת,NO
Exodus,35,34,ולהורת נתן בלבו הוא ואהליאב בן אחיסמך למטה דן,ולהורת נתן בלבו הוא ואהליאב בן אחיסמך למטה דן,NO
Exodus,35,35,מלא אתם חכמת לב לעשות כל מלאכת חרש וחשב ורקם בתכלת ובארגמן בתולעת השני ובשש וארג עשי כל מלאכה וחשבי מחשבת,מלא אתם חכמת לב לעשות כל מלאכת חרש וחשב ורקם בתכלת ובארגמן בתולעת השני ובשש וארג עשי כל מלאכה וחשבי מחשבת,NO
Exodus,36,1,ועשה בצלאל ואהליאב וכל איש חכם לב אשר נתן יהוה חכמה ותבונה בהמה לדעת לעשת את כל מלאכת עבדת הקדש לכל אשר צוה יהוה,ועשה בצלאל ואהליאב וכל איש חכם לב אשר נתן יהוה חכמה ותבונה בהמה לדעת לעשת את כל מלאכת עבדת הקדש לכל אשר צוה יהוה,NO
Exodus,36,2,ויקרא משה אל בצלאל ואל אהליאב ואל כל איש חכם לב אשר נתן יהוה חכמה בלבו כל אשר נשאו לבו לקרבה אל המלאכה לעשת אתה,ויקרא משה אל בצלאל ואל אהליאב ואל כל איש חכם לב אשר נתן יהוה חכמה בלבו כל אשר נשאו לבו לקרבה אל המלאכה לעשת אתה,NO
Exodus,36,3,ויקחו מלפני משה את כל התרומה אשר הביאו בני ישראל למלאכת עבדת הקדש לעשת אתה והם הביאו אליו עוד נדבה בבקר בבקר,ויקחו מלפני משה את כל התרומה אשר הביאו בני ישראל למלאכת עבדת הקדש לעשת אתה והם הביאו אליו עוד נדבה בבקר בבקר,NO
Exodus,36,4,ויבאו כל החכמים העשים את כל מלאכת הקדש איש איש ממלאכתו אשר המה עשים,ויבאו כל החכמים העשים את כל מלאכת הקדש איש איש ממלאכתו אשר המה עשים,NO
Exodus,36,5,ויאמרו אל משה לאמר מרבים העם להביא מדי העבדה למלאכה אשר צוה יהוה לעשת אתה,ויאמרו אל משה לאמר מרבים העם להביא מדי העבדה למלאכה אשר צוה יהוה לעשת אתה,NO
Exodus,36,6,ויצו משה ויעבירו קול במחנה לאמר איש ואשה אל יעשו עוד מלאכה לתרומת הקדש ויכלא העם מהביא,ויצו משה ויעבירו קול במחנה לאמר איש ואשה אל יעשו עוד מלאכה לתרומת הקדש ויכלא העם מהביא,NO
Exodus,36,7,והמלאכה היתה דים לכל המלאכה לעשות אתה והותר,והמלאכה היתה דים לכל המלאכה לעשות אתה והותר,NO
Exodus,36,8,ויעשו כל חכם לב בעשי המלאכה את המשכן עשר יריעת שש משזר ותכלת וארגמן ותולעת שני כרבים מעשה חשב עשה אתם,ויעשו כל חכם לב בעשי המלאכה את המשכן עשר יריעת שש משזר ותכלת וארגמן ותולעת שני כרבים מעשה חשב עשה אתם,NO
Exodus,36,9,ארך היריעה האחת שמנה ועשרים באמה ורחב ארבע באמה היריעה האחת מדה אחת לכל היריעת,ארך היריעה האחת שמנה ועשרים באמה ורחב ארבע באמה היריעה האחת מדה אחת לכל היריעת,NO
Exodus,36,10,ויחבר את חמש היריעת אחת אל אחת וחמש יריעת חבר אחת אל אחת,ויחבר את חמש היריעת אחת אל אחת וחמש יריעת חבר אחת אל אחת,NO
Exodus,36,11,ויעש ללאת תכלת על שפת היריעה האחת מקצה במחברת כן עשה בשפת היריעה הקיצונה במחברת השנית,ויעש ללאת תכלת על שפת היריעה האחת מקצה במחברת כן עשה בשפת היריעה הקיצונה במחברת השנית,NO
Exodus,36,12,חמשים ללאת עשה ביריעה האחת וחמשים ללאת עשה בקצה היריעה אשר במחברת השנית מקבילת הללאת אחת אל אחת,חמשים ללאת עשה ביריעה האחת וחמשים ללאת עשה בקצה היריעה אשר במחברת השנית מקבילת הללאת אחת אל אחת,NO
Exodus,36,13,ויעש חמשים קרסי זהב ויחבר את הירעת אחת אל אחת בקרסים ויהי המשכן אחד,ויעש חמשים קרסי זהב ויחבר את הירעת אחת אל אחת בקרסים ויהי המשכן אחד,NO
Exodus,36,14,ויעש יריעת עזים לאהל על המשכן עשתי עשרה יריעת עשה אתם,ויעש יריעת עזים לאהל על המשכן עשתי עשרה יריעת עשה אתם,NO
Exodus,36,15,ארך היריעה האחת שלשים באמה וארבע אמות רחב היריעה האחת מדה אחת לעשתי עשרה יריעת,ארך היריעה האחת שלשים באמה וארבע אמות רחב היריעה האחת מדה אחת לעשתי עשרה יריעת,NO
Exodus,36,16,ויחבר את חמש היריעת לבד ואת שש היריעת לבד,ויחבר את חמש היריעת לבד ואת שש היריעת לבד,NO
Exodus,36,17,ויעש ללאת חמשים על שפת היריעה הקיצנה במחברת וחמשים ללאת עשה על שפת היריעה החברת השנית,ויעש ללאת חמשים על שפת היריעה הקיצנה במחברת וחמשים ללאת עשה על שפת היריעה החברת השנית,NO
Exodus,36,18,ויעש קרסי נחשת חמשים לחבר את האהל להית אחד,ויעש קרסי נחשת חמשים לחבר את האהל להית אחד,NO
Exodus,36,19,ויעש מכסה לאהל ערת אלים מאדמים ומכסה ערת תחשים מלמעלה,ויעש מכסה לאהל ערת אלים מאדמים ומכסה ערת תחשים מלמעלה,NO
Exodus,36,20,ויעש את הקרשים למשכן עצי שטים עמדים,ויעש את הקרשים למשכן עצי שטים עמדים,NO
Exodus,36,21,עשר אמת ארך הקרש ואמה וחצי האמה רחב הקרש האחד,עשר אמת ארך הקרש ואמה וחצי האמה רחב הקרש האחד,NO
Exodus,36,22,שתי ידת לקרש האחד משלבת אחת אל אחת כן עשה לכל קרשי המשכן,שתי ידת לקרש האחד משלבת אחת אל אחת כן עשה לכל קרשי המשכן,NO
Exodus,36,23,ויעש את הקרשים למשכן עשרים קרשים לפאת נגב תימנה,ויעש את הקרשים למשכן עשרים קרשים לפאת נגב תימנה,NO
Exodus,36,24,וארבעים אדני כסף עשה תחת עשרים הקרשים שני אדנים תחת הקרש האחד לשתי ידתיו ושני אדנים תחת הקרש האחד לשתי ידתיו,וארבעים אדני כסף עשה תחת עשרים הקרשים שני אדנים תחת הקרש האחד לשתי ידתיו ושני אדנים תחת הקרש האחד לשתי ידתיו,NO
Exodus,36,25,ולצלע המשכן השנית לפאת צפון עשה עשרים קרשים,ולצלע המשכן השנית לפאת צפון עשה עשרים קרשים,NO
Exodus,36,26,וארבעים אדניהם כסף שני אדנים תחת הקרש האחד ושני אדנים תחת הקרש האחד,וארבעים אדניהם כסף שני אדנים תחת הקרש האחד ושני אדנים תחת הקרש האחד,NO
Exodus,36,27,ולירכתי המשכן ימה עשה ששה קרשים,ולירכתי המשכן ימה עשה ששה קרשים,NO
Exodus,36,28,ושני קרשים עשה למקצעת המשכן בירכתים,ושני קרשים עשה למקצעת המשכן בירכתים,NO
Exodus,36,29,והיו תואמם מלמטה ויחדו יהיו תמים אל ראשו אל הטבעת האחת כן עשה לשניהם לשני המקצעת,והיו תואמם מלמטה ויחדו יהיו תמים אל ראשו אל הטבעת האחת כן עשה לשניהם לשני המקצעת,NO
Exodus,36,30,והיו שמנה קרשים ואדניהם כסף ששה עשר אדנים שני אדנים שני אדנים תחת הקרש האחד,והיו שמנה קרשים ואדניהם כסף ששה עשר אדנים שני אדנים שני אדנים תחת הקרש האחד,NO
Exodus,36,31,ויעש בריחי עצי שטים חמשה לקרשי צלע המשכן האחת,ויעש בריחי עצי שטים חמשה לקרשי צלע המשכן האחת,NO
Exodus,36,32,וחמשה בריחם לקרשי צלע המשכן השנית וחמשה בריחם לקרשי המשכן לירכתים ימה,וחמשה בריחם לקרשי צלע המשכן השנית וחמשה בריחם לקרשי המשכן לירכתים ימה,NO
Exodus,36,33,ויעש את הבריח התיכן לברח בתוך הקרשים מן הקצה אל הקצה,ויעש את הבריח התיכן לברח בתוך הקרשים מן הקצה אל הקצה,NO
Exodus,36,34,ואת הקרשים צפה זהב ואת טבעתם עשה זהב בתים לבריחם ויצף את הבריחם זהב,ואת הקרשים צפה זהב ואת טבעתם עשה זהב בתים לבריחם ויצף את הבריחם זהב,NO
Exodus,36,35,ויעש את הפרכת תכלת וארגמן ותולעת שני ושש משזר מעשה חשב עשה אתה כרבים,ויעש את הפרכת תכלת וארגמן ותולעת שני ושש משזר מעשה חשב עשה אתה כרבים,NO
Exodus,36,36,ויעש לה ארבעה עמודי שטים ויצפם זהב וויהם זהב ויצק להם ארבעה אדני כסף,ויעש לה ארבעה עמודי שטים ויצפם זהב וויהם זהב ויצק להם ארבעה אדני כסף,NO
Exodus,36,37,ויעש מסך לפתח האהל תכלת וארגמן ותולעת שני ושש משזר מעשה רקם,ויעש מסך לפתח האהל תכלת וארגמן ותולעת שני ושש משזר מעשה רקם,NO
Exodus,36,38,ואת עמודיו חמשה ואת וויהם וצפה ראשיהם וחשקיהם זהב ואדניהם חמשה נחשת,ואת עמודיו חמשה ואת וויהם וצפה ראשיהם וחשקיהם זהב ואדניהם חמשה נחשת,NO
Exodus,37,1,ויעש בצלאל את הארן עצי שטים אמתים וחצי ארכו ואמה וחצי רחבו ואמה וחצי קמתו,ויעש בצלאל את הארן עצי שטים אמתים וחצי ארכו ואמה וחצי רחבו ואמה וחצי קמתו,NO
Exodus,37,2,ויצפהו זהב טהור מבית ומחוץ ויעש לו זר זהב סביב,ויצפהו זהב טהור מבית ומחוץ ויעש לו זר זהב סביב,NO
Exodus,37,3,ויצק לו ארבע טבעת זהב על ארבע פעמתיו ושתי טבעת על צלעו האחת ושתי טבעות על צלעו השנית,ויצק לו ארבע טבעת זהב על ארבע פעמתיו ושתי טבעת על צלעו האחת ושתי טבעות על צלעו השנית,NO
Exodus,37,4,ויעש בדי עצי שטים ויצף אתם זהב,ויעש בדי עצי שטים ויצף אתם זהב,NO
Exodus,37,5,ויבא את הבדים בטבעת על צלעת הארן לשאת את הארן,ויבא את הבדים בטבעת על צלעת הארן לשאת את הארן,NO
Exodus,37,6,ויעש כפרת זהב טהור אמתים וחצי ארכה ואמה וחצי רחבה,ויעש כפרת זהב טהור אמתים וחצי ארכה ואמה וחצי רחבה,NO
Exodus,37,7,ויעש שני כרבים זהב מקשה עשה אתם משני קצות הכפרת,ויעש שני כרבים זהב מקשה עשה אתם משני קצות הכפרת,NO
Exodus,37,8,כרוב אחד מקצה מזה וכרוב אחד מקצה מזה מן הכפרת עשה את הכרבים משני קצוותו [קצותיו],כרוב אחד מקצה מזה וכרוב אחד מקצה מזה מן הכפרת עשה את הכרבים משני קצוותו [קצותיו],NO
Exodus,37,9,ויהיו הכרבים פרשי כנפים למעלה סככים בכנפיהם על הכפרת ופניהם איש אל אחיו אל הכפרת היו פני הכרבים,ויהיו הכרבים פרשי כנפים למעלה סככים בכנפיהם על הכפרת ופניהם איש אל אחיו אל הכפרת היו פני הכרבים,NO
Exodus,37,10,ויעש את השלחן עצי שטים אמתים ארכו ואמה רחבו ואמה וחצי קמתו,ויעש את השלחן עצי שטים אמתים ארכו ואמה רחבו ואמה וחצי קמתו,NO
Exodus,37,11,ויצף אתו זהב טהור ויעש לו זר זהב סביב,ויצף אתו זהב טהור ויעש לו זר זהב סביב,NO
Exodus,37,12,ויעש לו מסגרת טפח סביב ויעש זר זהב למסגרתו סביב,ויעש לו מסגרת טפח סביב ויעש זר זהב למסגרתו סביב,NO
Exodus,37,13,ויצק לו ארבע טבעת זהב ויתן את הטבעת על ארבע הפאת אשר לארבע רגליו,ויצק לו ארבע טבעת זהב ויתן את הטבעת על ארבע הפאת אשר לארבע רגליו,NO
Exodus,37,14,לעמת המסגרת היו הטבעת בתים לבדים לשאת את השלחן,לעמת המסגרת היו הטבעת בתים לבדים לשאת את השלחן,NO
Exodus,37,15,ויעש את הבדים עצי שטים ויצף אתם זהב לשאת את השלחן,ויעש את הבדים עצי שטים ויצף אתם זהב לשאת את השלחן,NO
Exodus,37,16,ויעש את הכלים אשר על השלחן את קערתיו ואת כפתיו ואת מנקיתיו ואת הקשות אשר יסך בהן זהב טהור,ויעש את הכלים אשר על השלחן את קערתיו ואת כפתיו ואת מנקיתיו ואת הקשות אשר יסך בהן זהב טהור,NO
Exodus,37,17,ויעש את המנרה זהב טהור מקשה עשה את המנרה ירכה וקנה גביעיה כפתריה ופרחיה ממנה היו,ויעש את המנרה זהב טהור מקשה עשה את המנרה ירכה וקנה גביעיה כפתריה ופרחיה ממנה היו,NO
Exodus,37,18,וששה קנים יצאים מצדיה שלשה קני מנרה מצדה האחד ושלשה קני מנרה מצדה השני,וששה קנים יצאים מצדיה שלשה קני מנרה מצדה האחד ושלשה קני מנרה מצדה השני,NO
Exodus,37,19,שלשה גבעים משקדים בקנה האחד כפתר ופרח ושלשה גבעים משקדים בקנה אחד כפתר ופרח כן לששת הקנים היצאים מן המנרה,שלשה גבעים משקדים בקנה האחד כפתר ופרח ושלשה גבעים משקדים בקנה אחד כפתר ופרח כן לששת הקנים היצאים מן המנרה,NO
Exodus,37,20,ובמנרה ארבעה גבעים משקדים כפתריה ופרחיה,ובמנרה ארבעה גבעים משקדים כפתריה ופרחיה,NO
Exodus,37,21,וכפתר תחת שני הקנים ממנה וכפתר תחת שני הקנים ממנה וכפתר תחת שני הקנים ממנה לששת הקנים היצאים ממנה,וכפתר תחת שני הקנים ממנה וכפתר תחת שני הקנים ממנה וכפתר תחת שני הקנים ממנה לששת הקנים היצאים ממנה,NO
Exodus,37,22,כפתריהם וקנתם ממנה היו כלה מקשה אחת זהב טהור,כפתריהם וקנתם ממנה היו כלה מקשה אחת זהב טהור,NO
Exodus,37,23,ויעש את נרתיה שבעה ומלקחיה ומחתתיה זהב טהור,ויעש את נרתיה שבעה ומלקחיה ומחתתיה זהב טהור,NO
Exodus,37,24,ככר זהב טהור עשה אתה ואת כל כליה,ככר זהב טהור עשה אתה ואת כל כליה,NO
Exodus,37,25,ויעש את מזבח הקטרת עצי שטים אמה ארכו ואמה רחבו רבוע ואמתים קמתו ממנו היו קרנתיו,ויעש את מזבח הקטרת עצי שטים אמה ארכו ואמה רחבו רבוע ואמתים קמתו ממנו היו קרנתיו,NO
Exodus,37,26,ויצף אתו זהב טהור את גגו ואת קירתיו סביב ואת קרנתיו ויעש לו זר זהב סביב,ויצף אתו זהב טהור את גגו ואת קירתיו סביב ואת קרנתיו ויעש לו זר זהב סביב,NO
Exodus,37,27,ושתי טבעת זהב עשה לו מתחת לזרו על שתי צלעתיו על שני צדיו לבתים לבדים לשאת אתו בהם,ושתי טבעת זהב עשה לו מתחת לזרו על שתי צלעתיו על שני צדיו לבתים לבדים לשאת אתו בהם,NO
Exodus,37,28,ויעש את הבדים עצי שטים ויצף אתם זהב,ויעש את הבדים עצי שטים ויצף אתם זהב,NO
Exodus,37,29,ויעש את שמן המשחה קדש ואת קטרת הסמים טהור מעשה רקח,ויעש את שמן המשחה קדש ואת קטרת הסמים טהור מעשה רקח,NO
Exodus,38,1,ויעש את מזבח העלה עצי שטים חמש אמות ארכו וחמש אמות רחבו רבוע ושלש אמות קמתו,ויעש את מזבח העלה עצי שטים חמש אמות ארכו וחמש אמות רחבו רבוע ושלש אמות קמתו,NO
Exodus,38,2,ויעש קרנתיו על ארבע פנתיו ממנו היו קרנתיו ויצף אתו נחשת,ויעש קרנתיו על ארבע פנתיו ממנו היו קרנתיו ויצף אתו נחשת,NO
Exodus,38,3,ויעש את כל כלי המזבח את הסירת ואת היעים ואת המזרקת את המזלגת ואת המחתת כל כליו עשה נחשת,ויעש את כל כלי המזבח את הסירת ואת היעים ואת המזרקת את המזלגת ואת המחתת כל כליו עשה נחשת,NO
Exodus,38,4,ויעש למזבח מכבר מעשה רשת נחשת תחת כרכבו מלמטה עד חציו,ויעש למזבח מכבר מעשה רשת נחשת תחת כרכבו מלמטה עד חציו,NO
Exodus,38,5,ויצק ארבע טבעת בארבע הקצות למכבר הנחשת בתים לבדים,ויצק ארבע טבעת בארבע הקצות למכבר הנחשת בתים לבדים,NO
Exodus,38,6,ויעש את הבדים עצי שטים ויצף אתם נחשת,ויעש את הבדים עצי שטים ויצף אתם נחשת,NO
Exodus,38,7,ויבא את הבדים בטבעת על צלעת המזבח לשאת אתו בהם נבוב לחת עשה אתו,ויבא את הבדים בטבעת על צלעת המזבח לשאת אתו בהם נבוב לחת עשה אתו,NO
Exodus,38,8,ויעש את הכיור נחשת ואת כנו נחשת במראת הצבאת אשר צבאו פתח אהל מועד,ויעש את הכיור נחשת ואת כנו נחשת במראת הצבאת אשר צבאו פתח אהל מועד,NO
Exodus,38,9,ויעש את החצר לפאת נגב תימנה קלעי החצר שש משזר מאה באמה,ויעש את החצר לפאת נגב תימנה קלעי החצר שש משזר מאה באמה,NO
Exodus,38,10,עמודיהם עשרים ואדניהם עשרים נחשת ווי העמדים וחשקיהם כסף,עמודיהם עשרים ואדניהם עשרים נחשת ווי העמדים וחשקיהם כסף,NO
Exodus,38,11,ולפאת צפון מאה באמה עמודיהם עשרים ואדניהם עשרים נחשת ווי העמודים וחשקיהם כסף,ולפאת צפון מאה באמה עמודיהם עשרים ואדניהם עשרים נחשת ווי העמודים וחשקיהם כסף,NO
Exodus,38,12,ולפאת ים קלעים חמשים באמה עמודיהם עשרה ואדניהם עשרה ווי העמדים וחשוקיהם כסף,ולפאת ים קלעים חמשים באמה עמודיהם עשרה ואדניהם עשרה ווי העמדים וחשוקיהם כסף,NO
Exodus,38,13,ולפאת קדמה מזרחה חמשים אמה,ולפאת קדמה מזרחה חמשים אמה,NO
Exodus,38,14,קלעים חמש עשרה אמה אל הכתף עמודיהם שלשה ואדניהם שלשה,קלעים חמש עשרה אמה אל הכתף עמודיהם שלשה ואדניהם שלשה,NO
Exodus,38,15,ולכתף השנית מזה ומזה לשער החצר קלעים חמש עשרה אמה עמדיהם שלשה ואדניהם שלשה,ולכתף השנית מזה ומזה לשער החצר קלעים חמש עשרה אמה עמדיהם שלשה ואדניהם שלשה,NO
Exodus,38,16,כל קלעי החצר סביב שש משזר,כל קלעי החצר סביב שש משזר,NO
Exodus,38,17,והאדנים לעמדים נחשת ווי העמודים וחשוקיהם כסף וצפוי ראשיהם כסף והם מחשקים כסף כל עמדי החצר,והאדנים לעמדים נחשת ווי העמודים וחשוקיהם כסף וצפוי ראשיהם כסף והם מחשקים כסף כל עמדי החצר,NO
Exodus,38,18,ומסך שער החצר מעשה רקם תכלת וארגמן ותולעת שני ושש משזר ועשרים אמה ארך וקומה ברחב חמש אמות לעמת קלעי החצר,ומסך שער החצר מעשה רקם תכלת וארגמן ותולעת שני ושש משזר ועשרים אמה ארך וקומה ברחב חמש אמות לעמת קלעי החצר,NO
Exodus,38,19,ועמדיהם ארבעה ואדניהם ארבעה נחשת וויהם כסף וצפוי ראשיהם וחשקיהם כסף,ועמדיהם ארבעה ואדניהם ארבעה נחשת וויהם כסף וצפוי ראשיהם וחשקיהם כסף,NO
Exodus,38,20,וכל היתדת למשכן ולחצר סביב נחשת,וכל היתדת למשכן ולחצר סביב נחשת,NO
Exodus,38,21,אלה פקודי המשכן משכן העדת אשר פקד על פי משה עבדת הלוים ביד איתמר בן אהרן הכהן,אלה פקודי המשכן משכן העדת אשר פקד על פי משה עבדת הלוים ביד איתמר בן אהרן הכהן,NO
Exodus,38,22,ובצלאל בן אורי בן חור למטה יהודה עשה את כל אשר צוה יהוה את משה,ובצלאל בן אורי בן חור למטה יהודה עשה את כל אשר צוה יהוה את משה,NO
Exodus,38,23,ואתו אהליאב בן אחיסמך למטה דן חרש וחשב ורקם בתכלת ובארגמן ובתולעת השני ובשש,ואתו אהליאב בן אחיסמך למטה דן חרש וחשב ורקם בתכלת ובארגמן ובתולעת השני ובשש,NO
Exodus,38,24,כל הזהב העשוי למלאכה בכל מלאכת הקדש ויהי זהב התנופה תשע ועשרים ככר ושבע מאות ושלשים שקל בשקל הקדש,כל הזהב העשוי למלאכה בכל מלאכת הקדש ויהי זהב התנופה תשע ועשרים ככר ושבע מאות ושלשים שקל בשקל הקדש,NO
Exodus,38,25,וכסף פקודי העדה מאת ככר ואלף ושבע מאות וחמשה ושבעים שקל בשקל הקדש,וכסף פקודי העדה מאת ככר ואלף ושבע מאות וחמשה ושבעים שקל בשקל הקדש,NO
Exodus,38,26,בקע לגלגלת מחצית השקל בשקל הקדש לכל העבר על הפקדים מבן עשרים שנה ומעלה לשש מאות אלף ושלשת אלפים וחמש מאות וחמשים,בקע לגלגלת מחצית השקל בשקל הקדש לכל העבר על הפקדים מבן עשרים שנה ומעלה לשש מאות אלף ושלשת אלפים וחמש מאות וחמשים,NO
Exodus,38,27,ויהי מאת ככר הכסף לצקת את אדני הקדש ואת אדני הפרכת מאת אדנים למאת הככר ככר לאדן,ויהי מאת ככר הכסף לצקת את אדני הקדש ואת אדני הפרכת מאת אדנים למאת הככר ככר לאדן,NO
Exodus,38,28,ואת האלף ושבע המאות וחמשה ושבעים עשה ווים לעמודים וצפה ראשיהם וחשק אתם,ואת האלף ושבע המאות וחמשה ושבעים עשה ווים לעמודים וצפה ראשיהם וחשק אתם,NO
Exodus,38,29,ונחשת התנופה שבעים ככר ואלפים וארבע מאות שקל,ונחשת התנופה שבעים ככר ואלפים וארבע מאות שקל,NO
Exodus,38,30,ויעש בה את אדני פתח אהל מועד ואת מזבח הנחשת ואת מכבר הנחשת אשר לו ואת כל כלי המזבח,ויעש בה את אדני פתח אהל מועד ואת מזבח הנחשת ואת מכבר הנחשת אשר לו ואת כל כלי המזבח,NO
Exodus,38,31,ואת אדני החצר סביב ואת אדני שער החצר ואת כל יתדת המשכן ואת כל יתדת החצר סביב,ואת אדני החצר סביב ואת אדני שער החצר ואת כל יתדת המשכן ואת כל יתדת החצר סביב,NO
Exodus,39,1,ומן התכלת והארגמן ותולעת השני עשו בגדי שרד לשרת בקדש ויעשו את בגדי הקדש אשר לאהרן כאשר צוה יהוה את משה,ומן התכלת והארגמן ותולעת השני עשו בגדי שרד לשרת בקדש ויעשו את בגדי הקדש אשר לאהרן כאשר צוה יהוה את משה,NO
Exodus,39,2,ויעש את האפד זהב תכלת וארגמן ותולעת שני ושש משזר,ויעש את האפד זהב תכלת וארגמן ותולעת שני ושש משזר,NO
Exodus,39,3,וירקעו את פחי הזהב וקצץ פתילם לעשות בתוך התכלת ובתוך הארגמן ובתוך תולעת השני ובתוך השש מעשה חשב,וירקעו את פחי הזהב וקצץ פתילם לעשות בתוך התכלת ובתוך הארגמן ובתוך תולעת השני ובתוך השש מעשה חשב,NO
Exodus,39,4,כתפת עשו לו חברת על שני קצוותו [קצותיו] חבר,כתפת עשו לו חברת על שני קצוותו [קצותיו] חבר,NO
Exodus,39,5,וחשב אפדתו אשר עליו ממנו הוא כמעשהו זהב תכלת וארגמן ותולעת שני ושש משזר כאשר צוה יהוה את משה,וחשב אפדתו אשר עליו ממנו הוא כמעשהו זהב תכלת וארגמן ותולעת שני ושש משזר כאשר צוה יהוה את משה,NO
Exodus,39,6,ויעשו את אבני השהם מסבת משבצת זהב מפתחת פתוחי חותם על שמות בני ישראל,ויעשו את אבני השהם מסבת משבצת זהב מפתחת פתוחי חותם על שמות בני ישראל,NO
Exodus,39,7,וישם אתם על כתפת האפד אבני זכרון לבני ישראל כאשר צוה יהוה את משה,וישם אתם על כתפת האפד אבני זכרון לבני ישראל כאשר צוה יהוה את משה,NO
Exodus,39,8,ויעש את החשן מעשה חשב כמעשה אפד זהב תכלת וארגמן ותולעת שני ושש משזר,ויעש את החשן מעשה חשב כמעשה אפד זהב תכלת וארגמן ותולעת שני ושש משזר,NO
Exodus,39,9,רבוע היה כפול עשו את החשן זרת ארכו וזרת רחבו כפול,רבוע היה כפול עשו את החשן זרת ארכו וזרת רחבו כפול,NO
Exodus,39,10,וימלאו בו ארבעה טורי אבן טור אדם פטדה וברקת הטור האחד,וימלאו בו ארבעה טורי אבן טור אדם פטדה וברקת הטור האחד,NO
Exodus,39,11,והטור השני נפך ספיר ויהלם,והטור השני נפך ספיר ויהלם,NO
Exodus,39,12,והטור השלישי לשם שבו ואחלמה,והטור השלישי לשם שבו ואחלמה,NO
Exodus,39,13,והטור הרביעי תרשיש שהם וישפה מוסבת משבצות זהב במלאתם,והטור הרביעי תרשיש שהם וישפה מוסבת משבצות זהב במלאתם,NO
